Power                   Time
5653.970386987795	0.256
5653.970386987795	0.268
5653.970386987795	0.28
5653.970386987795	0.292
5653.970386987795	0.304
5653.970386987795	0.316
5653.970386987795	0.328
5653.970386987795	0.34
5653.970386987795	0.352
5653.970386987795	0.364
5653.970386987795	0.376
5653.970386987795	0.388
5653.970386987795	0.4
5653.970386987795	0.412
5653.970386987795	0.424
5653.970386987795	0.436
5653.970386987795	0.448
5653.970386987795	0.46
5653.970386987795	0.472
5653.970386987795	0.484
5653.970386987795	0.496
5653.970386987795	0.508
5653.970386987795	0.52
5653.970386987795	0.532
5653.970386987795	0.544
5653.970386987795	0.556
5653.970386987795	0.568
5653.970386987795	0.58
5653.970386987795	0.592
5653.970386987795	0.604
5653.970386987795	0.616
5653.970386987795	0.628
5653.970386987795	0.64
5653.970386987795	0.652
5653.970386987795	0.664
5653.970386987795	0.676
5653.970386987795	0.688
5653.970386987795	0.7
5653.970386987795	0.712
5653.970386987795	0.724
5653.970386987795	0.736
5653.970386987795	0.748
5653.970386987795	0.76
5653.970386987795	0.772
5653.970386987795	0.784
5653.970386987795	0.796
5653.970386987795	0.808
5653.970386987795	0.82
5653.970386987795	0.832
5653.970386987795	0.844
5653.970386987795	0.856
5653.970386987795	0.868
5653.970386987795	0.88
5653.970386987795	0.892
5653.970386987795	0.904
5653.970386987795	0.916
5653.970386987795	0.928
5653.970386987795	0.94
5653.970386987795	0.952
5653.970386987795	0.964
5653.970386987795	0.976
5653.970386987795	0.988
5653.970386987795	1.0
5653.970386987795	1.012
5653.970386987795	1.024
5653.970386987795	1.036
5653.970386987795	1.048
5653.970386987795	1.06
5653.970386987795	1.072
5653.970386987795	1.084
5653.970386987795	1.096
5653.970386987795	1.108
5653.970386987795	1.12
5653.970386987795	1.132
5653.970386987795	1.144
5653.970386987795	1.156
5653.970386987795	1.168
5653.970386987795	1.18
5653.970386987795	1.192
5653.970386987795	1.204
5653.970386987795	1.216
5653.970386987795	1.228
5653.970386987795	1.24
5653.970386987795	1.252
5653.970386987795	1.264
5653.970386987795	1.276
5653.970386987795	1.288
5653.970386987795	1.3
5653.970386987795	1.312
5653.970386987795	1.324
5653.970386987795	1.336
5653.970386987795	1.348
5653.970386987795	1.36
5653.970386987795	1.372
5653.970386987795	1.384
5653.970386987795	1.396
5653.970386987795	1.408
5653.970386987795	1.42
5653.970386987795	1.432
5653.970386987795	1.444
5653.970386987795	1.456
5653.970386987795	1.468
5653.970386987795	1.48
5653.970386987795	1.492
5653.970386987795	1.504
5653.970386987795	1.516
5653.970386987795	1.528
5653.970386987795	1.54
5653.970386987795	1.552
5653.970386987795	1.564
5653.970386987795	1.576
5653.970386987795	1.588
5653.970386987795	1.6
5653.970386987795	1.612
5653.970386987795	1.624
5653.970386987795	1.636
5653.970386987795	1.648
5653.970386987795	1.66
5653.970386987795	1.672
5653.970386987795	1.684
5653.970386987795	1.696
5653.970386987795	1.708
5653.970386987795	1.72
5653.970386987795	1.732
5653.970386987795	1.744
5653.970386987795	1.756
5653.970386987795	1.768
5653.970386987795	1.78
5653.970386987795	1.792
5653.970386987795	1.804
5653.970386987795	1.816
5653.970386987795	1.828
5653.970386987795	1.84
5653.970386987795	1.852
5653.970386987795	1.864
5653.970386987795	1.876
5653.970386987795	1.888
5653.970386987795	1.9
5653.970386987795	1.912
5653.970386987795	1.924
5653.970386987795	1.936
5653.970386987795	1.948
5653.970386987795	1.96
5653.970386987795	1.972
5653.970386987795	1.984
5653.970386987795	1.996
5653.970386987795	2.008
5653.970386987795	2.02
5653.970386987795	2.032
5653.970386987795	2.044
5653.970386987795	2.056
5619.704334304402	2.068
5584.821415765886	2.08
5549.318038125859	2.092
5513.1830971195195	2.104
5476.399930299633	2.116
5438.949043981551	2.128
5400.811388017404	2.14
5361.971633104404	2.152
5322.420880311848	2.164
5282.158814507852	2.176
5241.196351795025	2.188
5199.558857632202	2.2
5157.288564046846	2.212
5114.445479428659	2.224
5071.1072477409325	2.236
5027.367843561223	2.248
4983.334513937098	2.26
4939.123168966562	2.272
4894.853279397837	2.284
4850.642647493416	2.296
4806.602022097467	2.308
4762.829934934935	2.32
4719.40811788037	2.332
4676.397862974882	2.344
4633.8380168395015	2.356
4591.745068824269	2.368
4550.114783105443	2.38
4508.9244599981475	2.392
4468.135829673621	2.404
4427.6986806599425	2.416
4387.5545789522575	2.428
4347.6403650900465	2.44
4307.891640898382	2.452
4268.2462113740985	2.464
4228.647123627561	2.476
4189.0447253190105	2.488
4149.398051323975	2.5
4109.675867283612	2.512
4069.8568234511154	2.524
4029.9287179171897	2.536
3989.887585015717	2.548
3949.73710062542	2.56
3909.488088094379	2.572
3869.157879815088	2.584
3828.769574318076	2.596
3788.3512777441842	2.608
3747.935416686323	2.62
3707.5579966581436	2.632
3667.2577585126614	2.644
3627.0752312304603	2.656
3587.051863644199	2.668
3547.229575685589	2.68
3507.650346666801	2.692
3468.3556843659876	2.704
3429.3865465525464	2.716
3390.7837746271916	2.728
3352.588562344727	2.74
3314.842735060872	2.752
3277.5890335791482	2.764
3240.8714798917727	2.776
3204.7356760257153	2.788
3169.2287242152843	2.8
3134.398875413831	2.812
3100.295134533633	2.824
3066.9667617134482	2.836
3034.4626503565073	2.848
3002.8305851300797	2.86
2972.1163258953666	2.872
2942.362694114103	2.884
2913.6089778040323	2.896
2885.8904364278565	2.908
2859.237540466966	2.92
2833.6750987126084	2.932
2809.221439206683	2.944
2785.887630543755	2.956
2763.67693136253	2.968
2742.584937200056	2.98
2722.6006555455806	2.992
2703.707792208568	3.004
2685.8859662022755	3.016
2669.112221408105	3.028
2653.3624891510426	3.04
2638.6124277724325	3.052
2624.837745854995	3.064
2612.0144179267872	3.076
2600.118801960294	3.088
2589.1277214988545	3.1
2579.0187442139677	3.112
2569.7702200085278	3.124
2561.360763282914	3.136
2553.768534965129	3.148
2546.970661140726	3.16
2540.9428019673287	3.172
2535.658704337759	3.184
2531.090039877248	3.196
2527.206636886322	3.208
2523.9768550963877	3.22
2521.3681910545497	3.232
2519.3482721196788	3.244
2517.885999445178	3.256
2516.9524348109853	3.268
2516.52143842309	3.28
2516.57016586872	3.292
2517.079171968414	3.304
2518.0319905130395	3.316
2519.413800819779	3.328
2521.2090404099804	3.34
2523.398653897159	3.352
2525.957802358854	3.364
